id,svenskt,latin,Organismgrupp,Kategori,Observationer,Landskapstyp,status_abbrev,Rodlistekriterium
1996,lövklubbspindling,Cortinarius variiformis,svamp,Art,90,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",VU,C2a(i)
248959,,Cortinarius vesterholtii,svamp,Art,10,Skog (S) - Stor betydelse,EN,C2a(i)
248943,,Cortinarius violaceipes,svamp,Art,1,Skog (S) - Stor betydelse,CR,C2a(i)
3767,,Cortinarius violaceomaculatus,svamp,Art,198,Skog (S) - Stor betydelse,VU,A2c+3c+4c; C2a(i)
474,rävspindling,Cortinarius vulpinus,svamp,Art,167,Skog (S) - Stor betydelse,NT,B2b(iii)
249245,,Cortinarius xantho-ochraceus,svamp,Art,23,Skog (S) - Stor betydelse,VU,D1
1997,gulgrön spindling,Cortinarius xanthochlorus,svamp,Art,62,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",EN,C2a(i)
3770,gyllenskivig spindling,Cortinarius xanthophyllus,svamp,Art,14,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",VU,D1
248933,,Cortinarius xanthosuavis,svamp,Art,3,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",EN,C2a(i)
103035,kråka,Corvus corone,fågel,Art,495770,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse",NT,A2be
222815,hålnunneört,Corydalis cava,kärlväxt,Art,1624,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse",NT,A2bc+4abc
475,gotländsk nunneört,Corydalis gotlandica,kärlväxt,Art,317,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse",NT,D2
234826,,Coryphaelus gyllenhalii,halvvinge,Art,3,"Havsstrand (H) - Stor betydelse, Våtmark (V) - Stor betydelse",DD,
206181,storfjällig skoläst,Coryphaenoides rupestris,fisk,Art,0,Marin miljö (M) - Stor betydelse,CR,A2bd
100717,,Coryssomerus capucinus,skalbagge,Art,44,"Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",NT,B1b(iii)c(iv)+2b(iii)c(iv)
102841,snorkelkrabba,Corystes cassivelaunus,kräftdjur,Art,2,Marin miljö (M) - Stor betydelse,NT,D2
2483,gubbmossa,Coscinodon cribrosus,mossa,Art,21,Fjäll (F) - Stor betydelse,NT,"B2ab(iii,v); C2a(i)"
100718,gulbrunt rovfly,Cosmia affinis,fjäril,Art,75,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",EN,"B2b(ii,iii,v)c(iv)"
100719,almrovfly,Cosmia diffinis,fjäril,Art,53,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,"B1b(iii,v)c(iv)+2b(iii,v)c(iv)"
216038,brunrött rovfly,Cosmia pyralina,fjäril,Art,603,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",NT,B2b(iii)c(iv)
201169,barrskogsspinnare,Cosmotriche lobulina,fjäril,Art,143,Skog (S) - Stor betydelse,NT,"B2ab(ii,iii)c(iv)"
100720,almvedvivel,Cossonus cylindricus,skalbagge,Art,41,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse",EN,B2ab(iii)
100721,,Cossonus linearis,skalbagge,Art,9,Skog (S) - Stor betydelse,VU,B1ab(iii)+2ab(iii)
100722,större vedvivel,Cossonus parallelepipedus,skalbagge,Art,148,Skog (S) - Stor betydelse,VU,B2ab(iii)
100723,mångstreckad fältmätare,Costaconvexa polygrammata,fjäril,Art,58,"Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse",NT°,"B1b(iii,v)c(iv)+2b(iii,v)c(iv)"
1874,skånskt oxbär,Cotoneaster kullensis,kärlväxt,Art,104,"Havsstrand (H) - Stor betydelse, Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",VU,"B1ab(iii,v)+2ab(iii,v); D1"
206106,bergsimpa,Cottus poecilopus,fisk,Art,79,"Sötvatten (L) - Stor betydelse, Brackvatten (B) - Har betydelse",NT,A4b
100043,vaktel,Coturnix coturnix,fågel,Art,24078,Jordbrukslandskap (J) - Stor betydelse,NT,D1
476,rosettskinn,Cotylidia pannosa,svamp,Art,2,Skog (S) - Stor betydelse,EN,D
234445,,Crabro lapponicus,stekel,Art,32,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse",NT,"B2b(i,ii,iii,iv)"
100725,,Crabro maeklini,stekel,Art,12,"Fjäll (F) - Stor betydelse, Skog (S) - Har betydelse",NT,B1ac(iv)+2ac(iv)
217805,tvåkölad lerräka,Crangon allmanni,kräftdjur,Art,62,Marin miljö (M) - Stor betydelse,NT,A2a
215886,ligusterfly,Craniophora ligustri,fjäril,Art,1707,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",NT,B2b(iii)c(iv)
477,grå kantarell,Craterellus cinereus,svamp,Art,184,Skog (S) - Stor betydelse,NT,A2c+3c
253,svartnande kantarell,Craterellus melanoxeros,svamp,Art,126,Skog (S) - Stor betydelse,NT,A2c+3c+4c; C2a(i)
102715,liktandad dvärgmussla,Crenella decussata,blötdjur,Art,29,Marin miljö (M) - Stor betydelse,VU,D2
100419,trubbtandad lövknäppare,Crepidophorus mutilatus,skalbagge,Art,130,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse",VU,B2ab(iii)
480,cinnobermussling,Crepidotus cinnabarinus,svamp,Art,15,Skog (S) - Stor betydelse,VU,D1
220103,klasefibbla,Crepis praemorsa,kärlväxt,Art,5887,Jordbrukslandskap (J) - Stor betydelse,NT,A2bc+4abc
220107,klofibbla,Crepis tectorum,kärlväxt,Art,6153,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse",NT,A2b
264147,atlantcresponia,Cresponea premnea,"svamp, lav",Art,0,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",RE,
100044,kornknarr,Crex crex,fågel,Art,27807,"Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse",NT,A3bc
6001698,dubbelvårting,Crimora papillata,blötdjur,Art,5,Marin miljö (M) - Stor betydelse,DD,
100504,ullhårig pälsblomfluga,Criorhina floccosa,tvåvinge,Art,25,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse",VU,"B2ab(ii,iii,iv)c(iv)"
6009362,tjockbent pälsblomfluga,Criorhina pachymera,tvåvinge,Art,4,Skog (S) - Stor betydelse,VU,B2ab(iii)
482,gultagging,Cristinia eichleri,svamp,Art,36,Skog (S) - Stor betydelse,DD,
101493,klofibblefjädermott,Crombrugghia distans,fjäril,Art,46,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse",NT,B2a
53,vedtrappmossa,Crossocalyx hellerianus,mossa,Art,10186,Skog (S) - Stor betydelse,NT,A3c+4c
236136,,Crossocerus binotatus,stekel,Art,7,Skog (S) - Stor betydelse,EN,D
100729,,Crossocerus denticrus,stekel,Art,0,"Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",RE,
232211,,Crossocerus exiguus,stekel,Art,34,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse",NT,B2ab(iii)
102887,,Crunoecia irrorata,nattslända,Art,99,"Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse",VU,"B2ab(iii,v)"
5454,hornvaxskinn,Crustoderma corneum,svamp,Art,266,Skog (S) - Stor betydelse,NT,A2c+3c+4c
483,rostskinn,Crustoderma dryinum,svamp,Art,16,Skog (S) - Stor betydelse,VU,D1
5471,sorgvaxskinn,Crustoderma triste,svamp,Art,15,Skog (S) - Stor betydelse,NT,D1
511,skrovelskinn,Crustomyces subabruptus,svamp,Art,0,Skog (S) - Stor betydelse,VU,D1+2
102564,brun knotterspindel,Crustulina sticta,palpkäke,Art,8,"Havsstrand (H) - Stor betydelse, Våtmark (V) - Stor betydelse",NT,B1ab(iii)+2ab(iii)
485,mångfruktsmossa,Cryphaea heteromalla,mossa,Art,15,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",EN,D
100737,nordlig fallbagge,Cryptocephalus androgyne,skalbagge,Art,17,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",NT,B2ab(iii)
100734,stor grönfallbagge,Cryptocephalus aureolus,skalbagge,Art,26,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse",NT,B2ab(iii)
100736,röllikfallbagge,Cryptocephalus bilineatus,skalbagge,Art,112,"Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse",NT,B2ab(iii)
100738,hjärtfläckig fallbagge,Cryptocephalus cordiger,skalbagge,Art,95,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,B2ab(iii)
100739,röd fallbagge,Cryptocephalus coryli,skalbagge,Art,99,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",VU,B2ab(iii)
100741,skulderfläckig fallbagge,Cryptocephalus distinguendus,skalbagge,Art,187,"Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse",NT,B2ab(iii)
100742,alvarfallbagge,Cryptocephalus elongatus,skalbagge,Art,41,Jordbrukslandskap (J) - Stor betydelse,VU,B1ab(iii)+2ab(iii)
100743,,Cryptocephalus exiguus,skalbagge,Art,14,"Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse",VU,B2ab(iii)
106005,,Cryptocephalus hypochoeridis,skalbagge,Art,341,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse",NT,B2ab(iii)
106013,,Cryptocephalus pallifrons,skalbagge,Art,38,"Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse",VU,B2ab(iii)
486,läppmossa,Cryptocolea imbricata,mossa,Art,0,Fjäll (F) - Stor betydelse,DD,
100749,,Cryptolestes duplicatus,skalbagge,Art,64,Skog (S) - Stor betydelse,VU,B2ab(iii)
217991,,Cryptonatica affinis,blötdjur,Art,9,Marin miljö (M) - Stor betydelse,DD,
105504,,Cryptophagus confertus,skalbagge,Art,22,Skog (S) - Har betydelse,DD,
105502,,Cryptophagus cylindrellus,skalbagge,Art,22,Skog (S) - Stor betydelse,NT,B2ab(iii)
100752,,Cryptophagus fallax,skalbagge,Art,115,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse",NT,B2ab(iii)
100753,,Cryptophagus fuscicornis,skalbagge,Art,79,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse",NT,B2ab(iii)
105511,,Cryptophagus intermedius,skalbagge,Art,46,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse",NT,B2ab(iii)
267319,,Cryptophagus jakowlewi,skalbagge,Art,1,Skog (S) - Stor betydelse,DD,
100755,stubbfuktbagge,Cryptophagus lysholmi,skalbagge,Art,76,Skog (S) - Stor betydelse,VU,"B2ab(iii,iv)"
100758,nordlig fuktbagge,Cryptophagus quadrihamatus,skalbagge,Art,29,Skog (S) - Stor betydelse,VU,B2ab(iii)
100761,pustastyltfluga,Cryptophlebs kerteszi,tvåvinge,Art,1,Jordbrukslandskap (J) - Stor betydelse,EN,B1ab(iii)c(iv)+2ab(iii)c(iv)
232616,skimrande nervblad,Cryptopleura ramosa,alg,Art,3,Marin miljö (M) - Stor betydelse,NT,B1ac(iv)
3815,tusengömming,Cryptosphaeria eunomia,svamp,Art,99,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",NT,A3ce
258343,sprängnästing,Cryptosporella hypodermia,svamp,Art,19,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse",VU,A3ce
100762,nordlig glansknäppare,Ctenicera cuprea,skalbagge,Art,2,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse",DD,
102023,gulprickig vedharkrank,Ctenophora guttata,tvåvinge,Art,27,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",NT,"B2ab(ii,iii,v)"
102024,gulfläckig vedharkrank,Ctenophora nigriceps,tvåvinge,Art,4,Skog (S) - Stor betydelse,NT,B2ab(iv)
232163,,Ctenophora ornata,tvåvinge,Art,2,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse",VU,D2
100763,cinnoberbagge,Cucujus cinnaberinus,skalbagge,Art,449,Skog (S) - Stor betydelse,EN,B2ab(iii)
100764,silverfläckat kapuschongfly,Cucullia argentea,fjäril,Art,90,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse",CR,C2b
100765,malörtskapuschongfly,Cucullia artemisiae,fjäril,Art,12,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse",EN,B2ac(iv)
100766,grågult kapuschongfly,Cucullia lychnitis,fjäril,Art,187,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse",VU,"B2b(iii,v)c(ii,iii,iv)"
100767,ljusgrått kapuschongfly,Cucullia praecana,fjäril,Art,44,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse",VU,"B1b(i,ii,iii,iv,v)c(iv)+2b(i,ii,iii,iv,v)c(iv)"
100768,flenörtskapuschongfly,Cucullia scrophulariae,fjäril,Art,152,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse",VU°,D
100769,kungsljuskapuschongfly,Cucullia verbasci,fjäril,Art,23,"Havsstrand (H) - Stor betydelse, Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",EN,C1
252389,,Cucurbitaria coronillae,svamp,Art,0,Jordbrukslandskap (J) - Stor betydelse,EN,C2a(i)
252268,gulbandad vårmygga,Culiseta subochrea,tvåvinge,Art,0,"Brackvatten (B) - Stor betydelse, Havsstrand (H) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse",DD,
6001737,rosa rusknuding,Cumanotus beaumonti,blötdjur,Art,0,Marin miljö (M) - Stor betydelse,VU,D2
794,tennvaxskivling,Cuphophyllus canescens,svamp,Art,20,Jordbrukslandskap (J) - Stor betydelse,EN,A2c+3c
4375,lappvaxskivling,Cuphophyllus cinerellus,svamp,Art,19,"Fjäll (F) - Stor betydelse, Våtmark (V) - Stor betydelse",NT,A3c
796,brun ängsvaxskivling,Cuphophyllus colemannianus,svamp,Art,360,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse",NT,A2c+3c+4c; C1+2a(i)
797,lila vaxskivling,Cuphophyllus flavipes,svamp,Art,287,Jordbrukslandskap (J) - Stor betydelse,NT,A2c+3c+4c; C1+2a(i)
4381,musseronvaxskivling,Cuphophyllus fornicatus,svamp,Art,642,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse",NT,A2c+3c+4c
799,ögonvaxskivling,Cuphophyllus fuscescens,svamp,Art,184,Jordbrukslandskap (J) - Stor betydelse,NT,A2c+3c; C1+2a(i)
239219,,Cuphophyllus hygrocyboides,svamp,Art,2,"Fjäll (F) - Har betydelse, Jordbrukslandskap (J) - Har betydelse",VU,D1
802,grålila vaxskivling,Cuphophyllus lacmus,svamp,Art,211,Jordbrukslandskap (J) - Stor betydelse,VU,C1+2a(i)
239231,,Cuphophyllus roseascens,svamp,Art,1,Jordbrukslandskap (J) - Stor betydelse,DD,
4395,lädervaxskivling,Cuphophyllus russocoriaceus,svamp,Art,565,Jordbrukslandskap (J) - Stor betydelse,NT,A2c+3c+4c
100770,mindre blåvinge,Cupido minimus,fjäril,Art,5263,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Fjäll (F) - Har betydelse, Havsstrand (H) - Har betydelse",NT,B2ab(iii)c(iv)
102805,liten pilsnäcka,Curtitoma trevelliana,blötdjur,Art,1,Marin miljö (M) - Stor betydelse,DD,
102789,,Curveulima macrophthalmica,blötdjur,Art,0,Marin miljö (M) - Stor betydelse,DD,
489,linsnärja,Cuscuta epilinum,kärlväxt,Art,76,Jordbrukslandskap (J) - Stor betydelse,RE,
490,ljungsnärja,Cuscuta epithymum,kärlväxt,Art,1335,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse",VU,"B2ab(ii,iii,v)"
218243,,Cuspidaria rostrata,blötdjur,Art,9,Marin miljö (M) - Stor betydelse,VU,D2
100776,aspskogsvecklare,Cydia cornucopiae,fjäril,Art,12,Skog (S) - Stor betydelse,EN,B2ab(iii)
215195,almbarksvecklare,Cydia leguminana,fjäril,Art,5,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse",EN,B2ab(iii)
215182,puktörnevecklare,Cydia microgrammana,fjäril,Art,19,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse",NT,B2ab(iii)
100779,,Cyllodes ater,skalbagge,Art,49,Skog (S) - Stor betydelse,VU,B2ab(iii)
102223,blank skulderlöpare,Cymindis humeralis,skalbagge,Art,67,Jordbrukslandskap (J) - Stor betydelse,EN,B2ab(iii)
102224,dynskulderlöpare,Cymindis macularis,skalbagge,Art,72,"Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse",NT,B2ab(iii)
493,praktklipptuss,Cynodontium fallax,mossa,Art,52,Skog (S) - Stor betydelse,NT,D1
494,svanklipptuss,Cynodontium gracilescens,mossa,Art,11,Skog (S) - Stor betydelse,EN,D
497,dvärgag,Cyperus fuscus,kärlväxt,Art,109,"Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",CR,D
100782,,Cypha apicalis,skalbagge,Art,21,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse",NT,B2ab(iii)
100781,,Cypha aprilis,skalbagge,Art,14,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse",NT,B2b(iii)
104987,,Cypha ovulum,skalbagge,Art,16,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse",DD,
104990,,Cypha pulicaria,skalbagge,Art,34,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse",DD,
100783,,Cypha punctum,skalbagge,Art,7,"Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse, Skog (S) - Har betydelse",DD,
100786,,Cyphea latiuscula,skalbagge,Art,17,Skog (S) - Stor betydelse,VU,B2ab(iii)
100787,prästkragespolvivel,Cyphocleonus trisulcatus,skalbagge,Art,6,Jordbrukslandskap (J) - Stor betydelse,CR,B2ab(iii)
100788,rödbandad ristbagge,Cyrtanaspis phalerata,skalbagge,Art,7,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",VU,B1ab(iii)+2ab(iii)
2373,trind trollmossa,Cyrtomnium hymenophyllum,mossa,Art,61,Fjäll (F) - Stor betydelse,NT,A3c
100789,lapprovfluga,Cyrtopogon lapponicus,tvåvinge,Art,17,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",EN,"B2ab(iii,iv,v)c(iv)"
100790,gulhornad rovfluga,Cyrtopogon luteicornis,tvåvinge,Art,55,"Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse",NT,"B2ab(ii,iii)"
505,flockig puderskivling,Cystolepiota adulterina,svamp,Art,96,Skog (S) - Stor betydelse,VU,C2a(i)
506,violettfotad puderskivling,Cystolepiota bucknallii,svamp,Art,200,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",NT,B2b(iii)
3836,rodnande puderskivling,Cystolepiota hetieri,svamp,Art,6,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",NT,D1
508,gul puderskivling,Cystolepiota icterina,svamp,Art,4,Skog (S) - Stor betydelse,VU,D1
1998,rosenpuderskivling,Cystolepiota moelleri,svamp,Art,5,Skog (S) - Stor betydelse,VU,D1
509,alpstenbräken,Cystopteris alpina,kärlväxt,Art,131,Fjäll (F) - Stor betydelse,NT,D1
510,doftskinn,Cystostereum murrayi,svamp,Art,6022,Skog (S) - Stor betydelse,NT,A2c+3c+4c
512,rullskinn,Cytidiella albomellea,svamp,Art,1,Skog (S) - Stor betydelse,DD,
3841,skorpplätt,Dacrymyces enatus,svamp,Art,9,Skog (S) - Stor betydelse,EN,D
513,klotsporig vedplätt,Dacrymyces ovisporus,svamp,Art,10,Skog (S) - Stor betydelse,DD,
224698,lundäxing,Dactylis polygama,kärlväxt,Art,357,"Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse",EN,C2a(i)
222411,baltnycklar,Dactylorhiza majalis subsp. baltica,kärlväxt,Underart,0,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse, Våtmark (V) - Har betydelse",EN,D
6002893,gotlandsnycklar,Dactylorhiza majalis subsp. elatior,kärlväxt,Underart,0,"Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse",EN,C2a(i); D
264959,englandsnycklar,Dactylorhiza majalis subsp. integrata,kärlväxt,Underart,0,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Våtmark (V) - Har betydelse",VU,D2
514,majnycklar,Dactylorhiza majalis subsp. majalis,kärlväxt,Underart,0,"Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse",NT,A2b
100327,sandrörsflikmal,Dactylotula kinkerella,fjäril,Art,5,Havsstrand (H) - Stor betydelse,CR,"B1ab(i,ii,iii,iv,v)c(iv)+2ab(i,ii,iii,iv,v)c(iv)"
252388,skaftad skiktdyna,Daldinia vernicosa,svamp,Art,2,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",DD,
236252,,Dalmannia dorsalis,tvåvinge,Art,0,Jordbrukslandskap (J) - Stor betydelse,RE,
100795,svartprickig gulstekelfluga,Dalmannia punctata,tvåvinge,Art,7,Jordbrukslandskap (J) - Stor betydelse,CR,"B2ab(i,ii,iii,iv,v)"
100796,,Danacea nigritarsis,skalbagge,Art,0,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",DD,
100797,,Danacea pallipes,skalbagge,Art,1,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",RE,
100798,tallfjällknäppare,Danosoma conspersum,skalbagge,Art,234,Skog (S) - Stor betydelse,VU,"B2ab(iii,iv)"
100799,,Danosoma fasciatum,skalbagge,Art,282,Skog (S) - Stor betydelse,NT,"B2ab(iii,iv)"
100800,silverbyxbi,Dasypoda argentata,stekel,Art,6,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse",RE,
100801,guldbyxbi,Dasypoda suripes,stekel,Art,42,"Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",RE,
214390,videvårmal,Dasystoma salicella,fjäril,Art,10,"Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse, Jordbrukslandskap (J) - Har betydelse",VU,B2ab(iii)
100802,,Dasytes nigrocyaneus,skalbagge,Art,27,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse",VU,B2ab(iii)
100581,,Datonychus angulosus,skalbagge,Art,70,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse",NT,B2b(iii)c(iv)
102413,guldfläckspraktmal,Decantha borkhausenii,fjäril,Art,32,Skog (S) - Stor betydelse,NT,B2ab(iii)
100240,klövfåfoting,Decapauropus helveticus,mångfoting,Art,2,Skog (S) - Stor betydelse,DD,
200841,spatelfåfoting,Decapauropus multiplex,mångfoting,Art,0,Skog (S) - Stor betydelse,NT,B2a; D2
100241,klubbfåfoting,Decapauropus tenellus,mångfoting,Art,1,Skog (S) - Stor betydelse,DD,
100242,kransfåfoting,Decapauropus verticillatus,mångfoting,Art,0,Skog (S) - Stor betydelse,NT,B2a
232657,småsnöre,Delamarea attenuata,"alg, kromist",Art,1,Marin miljö (M) - Stor betydelse,DD,
102721,,Delectopecten vitreus,blötdjur,Art,31,Marin miljö (M) - Stor betydelse,VU,"B1ab(i,ii,iii)+2ab(i,ii,iii); D2"
102981,hussvala,Delichon urbicum,fågel,Art,197814,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse",VU,A2bc
255878,,Delomerista japonica,stekel,Art,1,Skog (S) - Stor betydelse,DD,
255880,,Delomerista longicauda,stekel,Art,2,Skog (S) - Stor betydelse,NT,B2b(iii)
215321,brunt timjansmott,Delplanqueia dilutella,fjäril,Art,210,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse, Skog (S) - Har betydelse",VU,"B2ab(ii,iii)"
6010501,förväxlat timjansmott,Delplanqueia inscriptella,fjäril,Art,32,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse, Skog (S) - Har betydelse",NT,B2b(iii)
100803,vitbandat glansfly,Deltote deceptoria,fjäril,Art,39,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",VU°,D
100804,barkklokrypare,Dendrochernes cyrneus,palpkäke,Art,50,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",VU,B2ab(iii)
100046,vitryggig hackspett,Dendrocopos leucotos,fågel,Art,237,Skog (S) - Stor betydelse,CR,D
100047,mellanspett,Dendrocopos medius,fågel,Art,196,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",RE,
100048,mindre hackspett,Dendrocopos minor,fågel,Art,168298,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse",NT,A2bc
6037529,granträdnuding,Dendronotus europaeus,blötdjur,Art,1,Marin miljö (M) - Stor betydelse,DD,
218129,spetsträdnuding,Dendronotus niveus,blötdjur,Art,0,Marin miljö (M) - Stor betydelse,DD,
218132,bredfotad trädnuding,Dendronotus velifer,blötdjur,Art,0,Marin miljö (M) - Stor betydelse,RE,
3866,noppigt barkskinn,Dendrothele griseocana,svamp,Art,1,Skog (S) - Stor betydelse,DD,
219211,spjuthoppspindel,Dendryphantes hastatus,palpkäke,Art,5,Skog (S) - Stor betydelse,NT,B2ab(iii)
100806,vitfläckig praktmal,Denisia albimaculea,fjäril,Art,9,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse",EN,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)"
